,train_end_date,model_type,clf,parameters,str_param,roc_auc,p_at_1.0,p_at_2.0,p_at_5.0,p_at_10.0,p_at_20.0,p_at_30.0,p_at_40.0,p_at_50.0,r_at_1.0,r_at_2.0,r_at_5.0,r_at_10.0,r_at_20.0,r_at_30.0,r_at_40.0,r_at_50.0,f1_at_1.0,f1_at_2.0,f1_at_5.0,f1_at_10.0,f1_at_20.0,f1_at_30.0,f1_at_40.0,f1_at_50.0
0,0,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=10000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'min_samples_split': 2, 'n_estimators': 10, 'n_jobs': -1, 'max_depth': 1}","{'min_samples_split': 2, 'n_estimators': 10, 'n_jobs': -1, 'max_depth': 1}",0.70472681171403,0.09905660377358491,0.18160377358490565,0.11027332704995288,0.1281809613572102,0.103886925795053,0.08087311557788945,0.07843599104934637,0.0896928584887884,0.020874751491053677,0.07654075546719682,0.11630218687872763,0.27037773359840955,0.4383697813121272,0.5119284294234593,0.6620278330019881,0.9463220675944334,0.03448275862068965,0.10769230769230768,0.11320754716981132,0.1739130434782609,0.16796800609407733,0.13967995660428534,0.14025481731072972,0.16385542168674697
1,0,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=10000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'min_samples_split': 2, 'n_estimators': 100, 'n_jobs': -1, 'max_depth': 1}","{'min_samples_split': 2, 'n_estimators': 100, 'n_jobs': -1, 'max_depth': 1}",0.741960289494366,0.5047169811320755,0.4080188679245283,0.2714420358152686,0.18426013195098964,0.127208480565371,0.0990891959798995,0.08314686138264045,0.0795176182400603,0.10636182902584493,0.17196819085487078,0.28628230616302186,0.38866799204771374,0.536779324055666,0.6272365805168986,0.7017892644135189,0.8389662027833003,0.17569786535303777,0.24195804195804196,0.27866473149492016,0.25,0.2056751095029518,0.17114184974233795,0.1486785300621249,0.14526678141135974
2,0,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=10000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'min_samples_split': 2, 'n_estimators': 1000, 'n_jobs': -1, 'max_depth': 1}","{'min_samples_split': 2, 'n_estimators': 1000, 'n_jobs': -1, 'max_depth': 1}",0.7363462386594292,0.49056603773584906,0.4056603773584906,0.2695570216776626,0.18190386427898209,0.12603062426383982,0.09940326633165829,0.08562006830761983,0.07282833992839646,0.10337972166998012,0.1709741550695825,0.28429423459244535,0.3836978131212724,0.5318091451292246,0.6292246520874751,0.7226640159045725,0.768389662027833,0.17077175697865354,0.24055944055944056,0.2767295597484277,0.24680306905370844,0.20377071034088745,0.17168429617575262,0.15310097925660734,0.1330464716006885
3,0,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=10000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'min_samples_split': 2, 'n_estimators': 10000, 'n_jobs': -1, 'max_depth': 1}","{'min_samples_split': 2, 'n_estimators': 10000, 'n_jobs': -1, 'max_depth': 1}",0.7399566354223586,0.49056603773584906,0.41273584905660377,0.26861451460885954,0.1823751178133836,0.12603062426383982,0.0990891959798995,0.08573784006595218,0.07452421330318447,0.10337972166998012,0.17395626242544732,0.28330019880715707,0.38469184890656066,0.5318091451292246,0.6272365805168986,0.7236580516898609,0.7862823061630219,0.17077175697865354,0.2447552447552447,0.2757619738751814,0.2474424552429668,0.20377071034088745,0.17114184974233795,0.15331157207539223,0.13614457831325302
4,0,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=10000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'min_samples_split': 10, 'n_estimators': 10, 'n_jobs': -1, 'max_depth': 1}","{'min_samples_split': 10, 'n_estimators': 10, 'n_jobs': -1, 'max_depth': 1}",0.6880187080464499,0.2688679245283019,0.41037735849056606,0.2855796418473139,0.177191328934967,0.10011778563015312,0.09312185929648241,0.07195854434106701,0.09478047861315245,0.05666003976143141,0.17296222664015903,0.30119284294234594,0.37375745526838966,0.4224652087475149,0.5894632206759444,0.6073558648111332,1.0,0.09359605911330049,0.24335664335664337,0.29317851959361396,0.2404092071611253,0.16187392877547133,0.16083536750745864,0.12867221227756134,0.17314974182444062
5,0,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=10000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'min_samples_split': 10, 'n_estimators': 100, 'n_jobs': -1, 'max_depth': 1}","{'min_samples_split': 10, 'n_estimators': 100, 'n_jobs': -1, 'max_depth': 1}",0.734495263607751,0.47641509433962265,0.419811320754717,0.26767200754005654,0.18378887841658811,0.12508833922261484,0.09736180904522614,0.08338240489930515,0.07320520067834935,0.10039761431411531,0.17693836978131214,0.2823061630218688,0.38767395626242546,0.5278330019880716,0.6163021868787276,0.7037773359840954,0.7723658051689861,0.16584564860426929,0.24895104895104897,0.2747943880019352,0.24936061381074168,0.20224719101123592,0.1681583943585571,0.14909971569969466,0.13373493975903614
6,0,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=10000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'min_samples_split': 10, 'n_estimators': 1000, 'n_jobs': -1, 'max_depth': 1}","{'min_samples_split': 10, 'n_estimators': 1000, 'n_jobs': -1, 'max_depth': 1}",0.7392093881179347,0.49056603773584906,0.4056603773584906,0.26861451460885954,0.18426013195098964,0.12579505300353358,0.0992462311557789,0.08550229654928748,0.0742415677407198,0.10337972166998012,0.1709741550695825,0.28330019880715707,0.38866799204771374,0.5308151093439364,0.6282306163021869,0.7216699801192843,0.7833001988071571,0.17077175697865354,0.24055944055944056,0.2757619738751814,0.25,0.2033898305084746,0.1714130729590453,0.15289038643782246,0.13562822719449225
7,0,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=10000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'min_samples_split': 10, 'n_estimators': 10000, 'n_jobs': -1, 'max_depth': 1}","{'min_samples_split': 10, 'n_estimators': 10000, 'n_jobs': -1, 'max_depth': 1}",0.7392486393084475,0.4858490566037736,0.41037735849056606,0.2704995287464656,0.1828463713477851,0.12579505300353358,0.0987751256281407,0.08562006830761983,0.07452421330318447,0.10238568588469185,0.17296222664015903,0.2852882703777336,0.3856858846918489,0.5308151093439364,0.6252485089463221,0.7226640159045725,0.7862823061630219,0.1691297208538588,0.24335664335664337,0.2776971456216739,0.24808184143222511,0.2033898305084746,0.17059940330892323,0.15310097925660734,0.13614457831325302
8,0,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=10000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'min_samples_split': 2, 'n_estimators': 10, 'n_jobs': -1, 'max_depth': 5}","{'min_samples_split': 2, 'n_estimators': 10, 'n_jobs': -1, 'max_depth': 5}",0.7310673836518029,0.4858490566037736,0.41037735849056606,0.2695570216776626,0.17860508953817153,0.11731448763250883,0.09500628140703518,0.0832646331409728,0.07508950442811381,0.10238568588469185,0.17296222664015903,0.28429423459244535,0.37673956262425445,0.49502982107355864,0.6013916500994035,0.7027833001988072,0.7922465208747514,0.1691297208538588,0.24335664335664337,0.2767295597484277,0.24232736572890023,0.18967815654161113,0.16409004610794686,0.14888912288090977,0.13717728055077452
9,0,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=10000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'min_samples_split': 2, 'n_estimators': 100, 'n_jobs': -1, 'max_depth': 5}","{'min_samples_split': 2, 'n_estimators': 100, 'n_jobs': -1, 'max_depth': 5}",0.7449685970813434,0.49056603773584906,0.4268867924528302,0.27992459943449577,0.18991517436380773,0.12626619552414606,0.10128768844221106,0.08526675303262278,0.07452421330318447,0.10337972166998012,0.17992047713717693,0.2952286282306163,0.40059642147117297,0.532803180914513,0.6411530815109344,0.7196819085487077,0.7862823061630219,0.17077175697865354,0.25314685314685315,0.28737300435413643,0.2576726342710997,0.2041515901733003,0.17493897477624085,0.15246920080025272,0.13614457831325302
10,0,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=10000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'min_samples_split': 2, 'n_estimators': 1000, 'n_jobs': -1, 'max_depth': 5}","{'min_samples_split': 2, 'n_estimators': 1000, 'n_jobs': -1, 'max_depth': 5}",0.7480614778346044,0.5,0.42452830188679247,0.2770970782280867,0.1885014137606032,0.12603062426383982,0.10160175879396985,0.08573784006595218,0.07527793480309025,0.10536779324055666,0.17892644135188868,0.2922465208747515,0.3976143141153082,0.5318091451292246,0.643141153081511,0.7236580516898609,0.794234592445328,0.174055829228243,0.2517482517482517,0.28447024673439775,0.2557544757033248,0.20377071034088745,0.17548142120965554,0.15331157207539223,0.13752151462994833
